Name,Longitude,Latitude,Elevation
D 122,-80.5386111111,40.0672222222,
D 123,-80.5336111111,40.0227777778,
E 122,-80.5452777778,40.0805555556,
E 123,-80.5305555556,40.0175,
F 121,-80.6663888889,40.17,
J 163,-80.6408333333,40.0477777778,
K 121,-80.6394444444,40.1258333333,
K 163,-80.6277777778,40.0525,
KRAFT,-80.6273862194,40.0360212472,
L 163,-80.6133333333,40.0636111111,
LINE,-80.5192379056,40.0965226639,
LOCK 12,-80.7038492167,40.1048167667,
M 121,-80.6122222222,40.1205555556,
M 163,-80.6061111111,40.0647222222,
N 121,-80.5961111111,40.1280555556,
NO X,-80.7038379056,40.1048620333,
ORRS,-80.5689346944,40.0580047889,
P 121,-80.5933333333,40.1211111111,
Q 121,-80.585,40.1111111111,
SCHULTZ RM 2,-80.6061623889,40.1141574667,
T 120,-80.5838888889,40.1713888889,
U 120,-80.5986111111,40.1694444444,
V 120,-80.6061111111,40.1605555556,
W 312,-80.7233333333,40.0863888889,
WHEELING 2,-80.7314398194,40.0712989528,
X 120,-80.64,40.1561111111,
A 20,-79.3469444444,38.6169444444,
A 20 RESET,-79.3466666667,38.6169444444,
ALE,-79.3580655972,38.49289085,
BENCH MK H 61 1956 RESET 1972,-79.2362463444,38.6220061222,
BRANDYWINE 2 RM 3,-79.2361777778,38.6223083333,
BRANDYWINE 2 RM 4,-79.2359805556,38.6223166667,
CAVE,-79.2362597639,38.8792025222,
COLIC,-79.3631570361,38.6572648833,
COLLAR,-79.6117848333,38.6326479694,
DOLLY,-79.3763465028,38.8680265639,
FRANKLIN,-79.3299807639,38.6568545,
H 17,-79.2830555556,38.7933333333,
H 61 RESET 1972,-79.2363888889,38.6222222222,
HORSECAMP,-79.4979552833,38.8917853306,
KISAMORE,-79.4607887917,38.8216209889,
KLINE,-79.2391409972,38.7453123417,
M 16,-79.4615277778,38.8694166667,
MICK,-79.5042191306,38.6323177139,
N 16,-79.4286666667,38.8530277778,
P 16,-79.3966666667,38.8386111111,
PANTHER,-79.4956957083,38.5635887028,
PICEA,-79.470946175,38.7966003556,
PROPS,-79.3242514861,38.6136227667,
Q 16 ECC,-79.3868989389,38.8203248278,
R 16,-79.4072222222,38.7908333333,
REEDS,-79.378720075,38.7378695667,
S 16,-79.4222222222,38.7672222222,
SEYBERT,-79.1878483917,38.6951192917,
SITES,-79.2853876222,38.7679108583,
SLOPE,-79.16933575,38.5862333417,
SWEEDLIN,-79.1419250833,38.7465973639,
T 16,-79.4405555556,38.7413888889,
X 61,-79.3966666667,38.4377777778,
Y 19,-79.4108333333,38.5866666667,
83 WSM RESET 1974,-81.2444444444,39.3677777778,
B 323,-81.2338888889,39.3858333333,
C 134,-81.1594444444,39.3741666667,
C 323,-81.2647222222,39.3788888889,
D 134,-81.1366666667,39.3516666667,
D 323,-81.3230555556,39.3533333333,
E 131,-81.0941666667,39.4575,
E 141,-81.0169444444,39.3969444444,
EARLEYS,-81.2296359028,39.3330238583,
F 132,-81.2408333333,39.3552777778,
F 323,-81.3541666667,39.3372222222,
G 132,-81.23,39.3427777778,
H 132,-81.2452777778,39.3336111111,
H 134,-81.0761111111,39.4352777778,
J 132,-81.2258333333,39.3144444444,
K 132,-81.2069444444,39.3111111111,
KINGS,-81.1588760639,39.365883025,
L 26,-81.1044444444,39.3308333333,
N 34,-81.1083333333,39.4663888889,
ORCHARD,-81.1109309972,39.4419778944,
P 26,-81.1763888889,39.3727777778,
P 26 RESET 1957,-81.1763888889,39.3727777778,
R 131,-81.0669444444,39.3355555556,
S 131,-81.0588888889,39.3519444444,
T 131,-81.0555555556,39.3647222222,
U 131,-81.0438888889,39.3666666667,
V 131,-81.0333333333,39.3588888889,
W 131,-81.0180555556,39.3605555556,
X 131,-81.0202777778,39.3738888889,
Y 131,-81.0169444444,39.3827777778,
Z 316,-81.1175,39.4508333333,
1 USFS 1957,-79.9038614944,38.2904025194,
2438 ECC,-79.9522381222,38.1239018222,
A 242,-80.3299722222,38.2593611111,
A 247,-80.1783333333,38.2977777778,
A 249,-80.2344444444,38.1758333333,
A 251,-80.2555555556,38.1486111111,
A 253,-80.0022222222,38.3427777778,
A 256,-80.2563888889,38.3497222222,
A 266,-79.9569444444,38.4547222222,
B 242,-80.3239722222,38.2582777778,
B 247,-80.1838888889,38.3063888889,
B 251,-80.255,38.1541666667,
B 253,-80.0113888889,38.3511111111,
B 266,-79.9588888889,38.4463888889,
BALD KNOB HOUSE 2 USFS 1941,-79.9312949083,38.4481328278,
BEAVER,-80.0543673444,38.1177951167,
BEAVER 2 USFS 1957,-80.0543318139,38.1178358611,
BOWMAN,-79.8616496944,38.49632895,
BRIERY 1500 USFS 1961,-80.3444582167,38.1443476333,
BRIERY USFS 1941,-80.344430625,38.1443492806,
BUFFALO,-79.7585843028,38.4409799389,
BURNER,-79.756518625,38.5883431472,
BURNER USFS 1957,-79.7566034111,38.588417225,
C 242,-80.3197222222,38.2488888889,
C 247,-80.1911111111,38.3044444444,
C 248,-80.0780555556,38.2413888889,
C 249,-80.2413888889,38.1919444444,
C 251,-80.2561111111,38.1575,
C 253,-80.0213888889,38.3591666667,
C 265,-80.0105555556,38.4569444444,
C 266,-79.9605555556,38.4372222222,
D 242,-80.3110555556,38.2447222222,
D 247,-80.2022222222,38.3058333333,
D 248,-80.0744444444,38.24,
D 251,-80.2591666667,38.1605555556,
D 253,-80.0302777778,38.3661111111,
D 266,-79.9597222222,38.4308333333,
E 242,-80.3013611111,38.2351388889,
E 247,-80.2052777778,38.3,
E 248,-80.0736111111,38.2394444444,
E 251,-80.2547222222,38.1663888889,
E 253,-80.0305555556,38.3722222222,
E 265,-79.9741666667,38.4625,
E 266,-79.9555555556,38.4175,
ELLEBER,-79.7225335306,38.4202026472,
F 242,-80.2930555556,38.2273888889,
F 245 RESET,-80.1022222222,38.2805555556,
F 247,-80.2105555556,38.3086111111,
F 248,-80.0730555556,38.2394444444,
F 250,-80.3169444444,38.0955555556,
F 253,-80.0275,38.38,
F 266,-79.9533333333,38.4111111111,
G 242,-80.2855555556,38.2144444444,
G 247,-80.2113888889,38.3163888889,
G 248,-80.1597222222,38.4241666667,
G 252,-80.2438888889,38.2855555556,
G 253,-80.0313888889,38.3938888889,
G 265,-79.9544444444,38.4652777778,
G 266,-79.9483333333,38.4058333333,
GIBSON,-80.0546475361,38.3783307917,
GUINN,-79.7425861194,38.3772027417,
H 242,-80.2827777778,38.2080555556,
H 242 RESET 1970,-80.2827777778,38.2080555556,
H 247,-80.2138888889,38.3269444444,
H 248,-80.1611111111,38.4294444444,
H 252,-80.2494444444,38.2891666667,
H 265,-79.9588888889,38.4769444444,
H 266,-79.9475,38.41,
HIGH TOP USGS 1957,-79.9604226833,38.0684696278,
J 248,-80.1583333333,38.4383333333,
J 265,-79.955,38.4886111111,
K 246,-80.3422222222,38.3308333333,
K 248,-80.1563888889,38.4502777778,
K 255,-80.2036111111,38.4183333333,
K 256,-80.1197222222,38.4683333333,
K 266,-79.9323611111,38.4096388889,
L 242,-80.2739444444,38.1794722222,
L 245 RESET,-80.0941666667,38.3288888889,
L 246,-80.3302777778,38.3225,
L 247,-80.2280555556,38.3436111111,
L 248,-80.1483333333,38.4444444444,
L 255,-80.1988888889,38.4255555556,
L 256,-80.1216666667,38.4627777778,
L 265,-79.94,38.5036111111,
LITTLE,-79.8497265389,38.45783685,
M 246,-80.3197222222,38.3116666667,
M 247,-80.24,38.3505555556,
M 248,-80.1452777778,38.4408333333,
M 255,-80.1858333333,38.4288888889,
M 256,-80.1230555556,38.4513888889,
M 265,-79.9338888889,38.5108333333,
M 266,-79.9116666667,38.4019444444,
MARLIN,-79.9960860806,38.2469352694,
MICHAEL 1957,-79.9037364722,38.2905030972,
MICHAEL USFS 1957,-79.9035266028,38.290534575,
N 19,-79.9739777778,38.1392638889,
N 245 RESET,-80.0911111111,38.3544444444,
N 246,-80.3058333333,38.3125,
N 247,-80.2325,38.3580555556,
N 248,-80.1366666667,38.4361111111,
N 255,-80.1708333333,38.4283333333,
N 256,-80.1205555556,38.4419444444,
N 265,-80.0247222222,38.4597222222,
P 242,-80.3052777778,38.1869444444,
P 245 RESET,-80.1002777778,38.3638888889,
P 246,-80.2927777778,38.3063888889,
P 247,-80.2425,38.3547222222,
P 248,-80.1386111111,38.4280555556,
P 252,-80.2169444444,38.32,
P 254,-79.8322222222,38.55,
P 255,-80.1658333333,38.415,
P 324,-80.0919444444,38.3452777778,
PIKE,-79.73600425,38.5067660972,
Q 19,-80.0075,38.1836111111,
Q 242,-80.2638888889,38.1802777778,
Q 246,-80.2838888889,38.2966666667,
Q 247,-80.2338888889,38.3666666667,
Q 248,-80.1372222222,38.4219444444,
Q 254,-79.8416666667,38.5522777778,
Q 256,-80.1280555556,38.4258333333,
Q 3,-79.8547222222,38.4875,
Q 324,-80.1041666667,38.2111111111,
R 242,-80.3252777778,38.1852222222,
R 247,-80.2319444444,38.3758333333,
R 250,-80.2925,38.1344444444,
R 254,-79.8405555556,38.5741666667,
R 324,-80.1141666667,38.2,
S 242,-80.3322222222,38.1827777778,
S 250,-80.2808333333,38.1358333333,
SPAN,-79.7510768611,38.6148331139,
SPRUCE RM 3,-80.154218875,38.3265837,
STONY,-80.1268035167,38.251170475,
T 247,-80.2166666667,38.3769444444,
T 250,-80.2730555556,38.1355555556,
T 3,-79.8891666667,38.4244444444,
U 242,-80.3547222222,38.1919444444,
U 246,-80.1030555556,38.2694444444,
U 250,-80.2641666667,38.1363888889,
U 251,-80.2313888889,38.0788888889,
UPPER,-79.85537925,38.3840778806,
V 246,-80.1197222222,38.2708333333,
V 247,-80.1997222222,38.3863888889,
V 250,-80.3160555556,38.2645277778,
V 251,-80.2466666667,38.0786111111,
V 324,-80.1675,38.1627777778,
W 245,-80.1283333333,38.4177777778,
W 246,-80.1333333333,38.2713888889,
W 248,-80.1875,38.1636111111,
W 250,-80.3009722222,38.2669722222,
W 251,-80.2675,38.0780555556,
W 3,-79.9277777778,38.3580555556,
W 3 RESET,-79.9276944444,38.3581388889,
X 246,-80.1433333333,38.2711111111,
X 247,-80.1786111111,38.3961111111,
X 250,-80.2930555556,38.2588888889,
X 251,-80.2622222222,38.0811111111,
X 3 RESET 1941,-79.9650277778,38.3624444444,
Y 241,-80.3533055556,38.2673888889,
Y 246,-80.1527777778,38.2719444444,
Y 247,-80.1675,38.4047222222,
Y 248,-80.2072222222,38.1752777778,
Y 250,-80.2759166667,38.2601666667,
Y 251,-80.2547222222,38.0822222222,
Y 252,-79.9797222222,38.3375,
Y 255,-80.2741666667,38.3713888889,
Y 324,-80.2625,38.1127777778,
Z 241,-80.3427222222,38.2713055556,
Z 246,-80.1691666667,38.2897222222,
Z 248,-80.2181944444,38.1793055556,
A 98,-81.8113888889,38.4869444444,
B 119,-81.9920638889,38.5721222222,
C 113,-81.8241666667,38.6691666667,
C 119,-81.9952777778,38.5608333333,
E 98,-81.8302777778,38.4883333333,
F 113,-81.8433333333,38.6580555556,
F 98,-81.7616666667,38.5288888889,
H 113,-81.8091666667,38.6530555556,
L 113,-81.81,38.6213888889,
M 118,-82.0377777778,38.5975,
N 116,-82.0508333333,38.4855555556,
N 118,-82.0277777778,38.6083333333,
NITRO AZ MK,-81.8172582167,38.4495607889,
P 118,-82.0222222222,38.6169444444,
Q 118,-82.0178,38.6238472222,
R 116,-82.0275,38.4483333333,
R 99,-81.7683333333,38.5380555556,
S 116,-82.0175,38.4377777778,
S 5,-81.9522222222,38.5463888889,
S 99,-81.7591666667,38.5452777778,
SIMMS 2 AZ MK 2,-81.8351952028,38.4614130667,
T 99,-81.755,38.5536111111,
V 97,-81.7797222222,38.5172222222,
W 97,-81.7783333333,38.5097222222,
X 97,-81.7791666667,38.5002777778,
Y 113,-81.84,38.5683333333,
Y 37,-81.9177777778,38.4416666667,
Z 118,-82.0036638889,38.5853361111,
A 264,-80.5733333333,38.5983333333,
B 260,-80.5236111111,38.6566666667,
B 264,-80.5680555556,38.6102777778,
B 267,-80.6221388889,38.7645277778,
BERRY,-80.646209125,38.7460033,
C 260,-80.5286111111,38.6644444444,
C 264,-80.5677777778,38.625,
D 267,-80.6128611111,38.7797777778,
E 260,-80.5422222222,38.6725,
E 271,-80.6066666667,38.8688888889,
F 271,-80.6236111111,38.8686111111,
G 11,-80.7916666667,38.6608333333,
G 267 RESET,-80.5718333333,38.7896388889,
G 269,-80.47,38.7463888889,
G 270,-80.4780555556,38.7452777778,
GAME,-80.6086293333,38.6233600667,
GIP,-80.9820122833,38.6711766944,
GIP USGS 1961,-80.9820722944,38.6711024194,
H 11,-80.8186111111,38.6475,
H 267 RESET 1978,-80.5641666667,38.7841666667,
H 269,-80.4588888889,38.7461111111,
H 270,-80.4916666667,38.7380555556,
J 11,-80.8458333333,38.6436111111,
J 262,-80.6166666667,38.6669444444,
J 269,-80.4419444444,38.7488888889,
J 270,-80.5119444444,38.7469444444,
J 278,-80.6505555556,38.6897222222,
K 262,-80.6063888889,38.6675,
K 269,-80.4486111111,38.7461111111,
K 270,-80.5211111111,38.7511111111,
K 278,-80.6511111111,38.6855555556,
L 262,-80.5969444444,38.6722222222,
L 267 RESET 1978,-80.5489166667,38.7750666667,
L 269,-80.5586111111,38.7663888889,
L 270,-80.5275,38.7433333333,
L 271 RESET 1971,-80.6686111111,38.8161111111,
M 262,-80.5841666667,38.6808333333,
M 268,-80.5819444444,38.8544444444,
M 269,-80.5619444444,38.7622222222,
N 11,-80.8972222222,38.5661111111,
N 262,-80.5766666667,38.6797222222,
N 267,-80.5336388889,38.78075,
N 268,-80.58,38.8497222222,
N 269,-80.5552777778,38.7502777778,
N 271,-80.6536111111,38.8080555556,
OLIE HILL,-80.494333175,38.7531045361,
P 11,-80.9280555556,38.5847222222,
P 262,-80.5688888889,38.68,
P 264,-80.5802777778,38.6355555556,
P 267,-80.5206388889,38.7831944444,
P 268,-80.5758333333,38.8466666667,
P 269,-80.5475,38.7444444444,
Q 262,-80.5591666667,38.6794444444,
Q 264,-80.5836111111,38.6458333333,
Q 267,-80.5179722222,38.7920277778,
Q 268,-80.5805555556,38.8408333333,
Q 269,-80.5511111111,38.7333333333,
R 262,-80.5566666667,38.6733333333,
R 264,-80.595,38.6552777778,
R 267,-80.5013888889,38.8,
R 269,-80.5386111111,38.7283333333,
R 272,-80.5222222222,38.6852777778,
ROSE,-80.66701835,38.5277790694,
RUSH,-80.8118912722,38.7041360806,
S 262,-80.5472222222,38.6711111111,
S 264,-80.6072222222,38.6566666667,
S 267,-80.4846944444,38.7975555556,
S 269,-80.53,38.7263888889,
S 272,-80.5172222222,38.6955555556,
SUGAR KNOB,-80.4746490861,38.7942360361,
T 262,-80.5363888889,38.6752777778,
T 264,-80.6194444444,38.6648055556,
T 269,-80.5216666667,38.7319444444,
T 272,-80.5086111111,38.7027777778,
U 262,-80.525,38.6797222222,
U 264,-80.6277777778,38.6733333333,
U 269,-80.5177777778,38.7325,
U 272,-80.4947222222,38.7083333333,
V 262,-80.5119444444,38.6769444444,
V 264,-80.635,38.6852777778,
V 269,-80.5158333333,38.7244444444,
V 272,-80.5044444444,38.7133333333,
W 262,-80.5033333333,38.6772222222,
W 264,-80.6370583333,38.695575,
W 266 RESET 1963,-80.6416666667,38.7902777778,
W 272,-80.5133333333,38.7147222222,
X 264,-80.6403888889,38.7118055556,
Z 263,-80.5852777778,38.5894444444,
Z 266,-80.6511111111,38.7563888889,
A 334,-79.5088888889,39.6580555556,
B 33,-79.63,39.3938888889,
BARLOWS,-79.7478360472,39.4805919167,
BEAR,-79.5017467194,39.5708989611,
C 334,-79.5261111111,39.6575,
CADDELL,-79.6070466583,39.4444325639,
D 33,-79.5805555556,39.4344444444,
D 334,-79.5478055556,39.6570555556,
E 334,-79.5669444444,39.6566666667,
G 24,-79.6997222222,39.3858333333,
H 24,-79.6805555556,39.405,
H 317,-79.8633888889,39.3365555556,
H 334,-79.5916666667,39.6636111111,
J 317,-79.8452777778,39.33,
K 334,-79.6238888889,39.6608333333,
L 24,-79.6358333333,39.4819444444,
L 317,-79.8055555556,39.3172222222,
L 334,-79.6494444444,39.6563888889,
LISA,-79.607079175,39.44427895,
N 24,-79.6605555556,39.4863888889,
N 313,-79.5633333333,39.4580555556,
N 317,-79.7261111111,39.33,
N 334,-79.6619444444,39.66,
Q 24,-79.6752777778,39.4930555556,
Q 313,-79.5394444444,39.4441666667,
Q 317,-79.7477777778,39.3280555556,
Q 334,-79.6884555556,39.6563555556,
R 24,-79.7122222222,39.5025,
R 313,-79.5194444444,39.4358333333,
R 317,-79.7597222222,39.3290555556,
ROCK USGS 1975,-79.7476348306,39.4806134389,
S 24,-79.7441666667,39.4933333333,
S 313,-79.4958333333,39.4327777778,
S 317,-79.7933333333,39.3313888889,
S 334,-79.7347222222,39.6533333333,
U 317,-79.7052777778,39.3738888889,
V 317,-79.7016666667,39.3927777778,
W 317,-79.6816666667,39.4038888889,
X 317,-79.6880555556,39.4269444444,
Y 317,-79.6818333333,39.4436944444,
Z 317,-79.6613888889,39.46,
A 164,-81.3188888889,37.6111111111,
D 183,-81.3713888889,37.7791666667,
D 183 RESET 1977,-81.3715555556,37.7793055556,
E 183,-81.3816666667,37.7719444444,
E 87,-81.1088888889,37.7291666667,
F 183 RESET 1977,-81.3913888889,37.7669444444,
G 183,-81.4075,37.7622222222,
GARDEN,-81.1080317389,37.8698141667,
H 183,-81.4211111111,37.7605555556,
J 183,-81.4255555556,37.7527777778,
K 86,-81.3063888889,37.7702777778,
K 86 RESET 1966,-81.3063888889,37.7702777778,
K 87,-81.0986111111,37.7111111111,
L 183,-81.3113888889,37.7563888889,
L 40,-81.5347222222,37.885,
L 86,-81.2959722222,37.7611666667,
L 87,-81.0994444444,37.7041666667,
M 183,-81.3044444444,37.7458333333,
M 40,-81.5044444444,37.8736111111,
M 86,-81.2822222222,37.7683333333,
N 40,-81.4763888889,37.8627777778,
N 87,-81.0819444444,37.6972222222,
P 183,-81.2961111111,37.7191666667,
P 40,-81.455,37.8527777778,
P 86,-81.2665277778,37.7834722222,
PLUMLEY,-80.9735073806,37.8144632806,
Q 163,-81.2269444444,37.7155555556,
Q 86,-81.2609444444,37.7900833333,
Q 87,-81.0516666667,37.6863888889,
R 163,-81.2391666667,37.7055555556,
R 183,-81.3030555556,37.6716666667,
R 86,-81.2569444444,37.8025,
S 40,-81.3791666667,37.8275,
S 86,-81.2481666667,37.8060277778,
T 183,-81.3013888889,37.6944444444,
T 40,-81.3547222222,37.8144444444,
T 43 X,-81.2144444444,37.7344444444,
T 86,-81.2377777778,37.7986111111,
U 163,-81.2425,37.7,
U 183,-81.2963888889,37.7022222222,
U 43 X,-81.215,37.7255555556,
V 163,-81.2580555556,37.6944444444,
V 86,-81.1941666667,37.7752777778,
W 163,-81.3155555556,37.6552777778,
W 183,-81.3044444444,37.7097222222,
W 43 X,-81.1705555556,37.7494444444,
W 86,-81.2027777778,37.7788888889,
WHITE OAK,-80.9976851833,37.6913666,
X 163,-81.3141666667,37.6361111111,
X 183,-81.2941666667,37.7113888889,
Y 163,-81.3161111111,37.6225,
Z 163,-81.3158333333,37.6397222222,
A 170,-79.8566666667,38.8866666667,
A 258,-80.13,38.4938888889,
A 265,-79.9111111111,38.63,
A 276,-80.0356944444,38.7601111111,
A 277,-80.2011111111,38.6691666667,
A 278,-79.9558333333,38.7983333333,
A 279,-79.9275,38.7616666667,
A 280,-80.0816666667,38.8713888889,
A 282,-79.8358333333,38.6791666667,
A 324 RESET,-79.9588888889,38.9477777778,
B 258,-80.1411111111,38.5069444444,
B 265,-79.9236111111,38.6411111111,
B 276,-80.0441666667,38.7475,
B 277,-80.2036111111,38.6619444444,
B 278,-79.9508333333,38.8061111111,
B 279,-79.9283333333,38.7552777778,
B 280,-80.0725,38.8691666667,
B 281,-79.9752777778,38.8975,
B 281 RESET 1967,-79.9752777778,38.8975,
B 282,-79.8383333333,38.6847222222,
B 324 RESET,-79.9372222222,38.9386111111,
B 53 RESET 1972,-79.8566666667,38.8866666667,
BECKY,-79.9786500111,38.618858825,
C 276,-80.0555555556,38.7458333333,
C 277,-80.0266666667,38.6377777778,
C 278,-79.9477777778,38.8130555556,
C 279,-79.9163888889,38.7430555556,
C 280,-80.0691666667,38.8622222222,
C 282,-79.8425,38.6794444444,
CHEAT,-79.8940897389,38.6860557139,
D 16,-79.6663888889,38.9177777778,
D 258,-80.1472222222,38.5263888889,
D 276,-80.0702777778,38.7352777778,
D 277,-80.0394444444,38.6447222222,
D 278,-79.9494444444,38.8180555556,
D 279,-79.9116666667,38.7333333333,
D 280,-80.0622222222,38.8558333333,
D 282,-79.8575,38.6802777778,
D 324,-79.8931388889,38.9348888889,
E 16,-79.6433333333,38.8938888889,
E 258,-80.1344444444,38.5386111111,
E 277,-80.0441666667,38.6555555556,
E 278,-79.9608333333,38.8263888889,
E 279,-79.8966666667,38.7244444444,
E 280,-80.0577777778,38.8438888889,
E 282,-79.8644444444,38.6866666667,
ELK 2 USFS 1961,-80.1039067389,38.5030365278,
ELKINS,-79.8443115778,38.9283709194,
F 16,-79.6205555556,38.8941666667,
F 258,-80.1294444444,38.5391666667,
F 276,-80.0819444444,38.7266666667,
F 277,-80.0477777778,38.6638888889,
F 278,-79.9763888889,38.8336111111,
F 279,-79.895,38.7175,
F 280,-80.0508333333,38.8361111111,
F 282,-79.8761111111,38.6869444444,
G 16,-79.5916666667,38.8772222222,
G 255,-80.2330555556,38.4111111111,
G 257,-80.1933333333,38.5436111111,
G 258,-80.12,38.5377777778,
G 260,-80.1122222222,38.5730555556,
G 276,-80.1094444444,38.7138888889,
G 278,-79.9813888889,38.8433333333,
G 282,-79.8827777778,38.6938888889,
GAUDINEER,-79.8438140917,38.6154186611,
H 16,-79.5483333333,38.8986111111,
H 257,-80.1833333333,38.5461111111,
H 258,-80.1055555556,38.5397222222,
H 260,-80.1077777778,38.5816666667,
H 277,-80.0694444444,38.6572222222,
H 280,-80.0358333333,38.8266666667,
H 282,-79.8886111111,38.6902777778,
H 324,-79.8582833333,38.870275,
J 16,-79.5236111111,38.9216666667,
J 255,-80.2169444444,38.4191666667,
J 256,-80.1152777778,38.4791666667,
J 257,-80.1708333333,38.5558333333,
J 258,-80.1008333333,38.5425,
J 277,-80.0788888889,38.6483333333,
J 279,-79.8563888889,38.8952777778,
J 280,-80.0447222222,38.8183333333,
J 282,-79.9019444444,38.6858333333,
J 324,-79.8672222222,38.8508333333,
K 16,-79.4894444444,38.9036111111,
K 260,-80.1136111111,38.6025,
K 277,-80.08,38.6413888889,
K 280,-80.0538888889,38.8180555556,
K 282,-79.9038888889,38.6797222222,
K 324,-79.8936111111,38.8002777778,
KALAR,-79.7409254083,39.0110104833,
L 16,-79.4672222222,38.8866666667,
L 257,-80.1419444444,38.5627777778,
L 260,-80.115,38.6111111111,
L 277,-80.085,38.6302777778,
L 280,-80.0641666667,38.8072222222,
L 282,-79.9102777778,38.6922222222,
L 324,-79.9558333333,38.7561111111,
M 257,-80.1261111111,38.5605555556,
M 276,-80.1530555556,38.7211111111,
M 277,-80.0958333333,38.6227777778,
M 280,-80.0741666667,38.7983333333,
M 282,-79.9027777778,38.7038888889,
MABIE,-80.0047831361,38.8842101222,
MINGO,-80.103860575,38.5030302361,
MOORE USGS 1941,-80.1083159944,38.74463955,
N 257,-80.1166666667,38.5569444444,
N 260,-80.1252777778,38.6258333333,
N 277,-80.1055555556,38.6184722222,
N 280,-80.0825,38.8011111111,
N 282,-80.0202777778,38.9413888889,
N 324,-80.0061111111,38.6827777778,
P 257,-80.1086111111,38.5583333333,
P 260,-80.14,38.6225,
P 265,-79.94,38.5333333333,
P 266,-79.935,38.6594444444,
P 275,-79.9891666667,38.7505555556,
P 276,-80.1627777778,38.7372222222,
P 280,-80.0908333333,38.7986111111,
P 282,-80.0361111111,38.9377777778,
PLAINS,-79.3574636806,38.9644161556,
Q 257,-80.0986111111,38.5575,
Q 265,-79.9327777778,38.5486111111,
Q 266,-79.9419444444,38.6672222222,
Q 275,-79.9886111111,38.7611111111,
Q 281,-79.8961111111,38.8575,
Q 281 RESET 1971,-79.8961111111,38.8575,
Q 282,-80.0427777778,38.9413888889,
R 257,-80.0930555556,38.5566666667,
R 260,-80.1869444444,38.635,
R 265,-79.9277777778,38.5563888889,
R 266,-79.9766666667,38.7030555556,
R 271,-80.2197222222,38.6636111111,
R 277,-79.9611111111,38.7936111111,
R 282,-80.0655555556,38.9383333333,
S 257,-80.0825277778,38.5503055556,
S 260,-80.1875,38.6466666667,
S 265,-79.9141666667,38.5605555556,
S 266,-79.9755555556,38.6941666667,
S 271,-80.2247222222,38.6722222222,
S 274,-80.0933333333,38.9327777778,
S 282,-80.0813888889,38.9480555556,
SHREVE,-80.0048729222,38.7467606111,
T 257,-80.07675,38.5460277778,
T 261,-80.2291666667,38.6616666667,
T 265,-79.8986111111,38.57,
T 266,-79.9730555556,38.6822222222,
T 271,-80.2261111111,38.6813888889,
T 274,-80.0872222222,38.9241666667,
T 276,-80.1655555556,38.6977777778,
T 281,-79.8697222222,38.6272222222,
U 257,-80.0701388889,38.5368055556,
U 260,-80.2144444444,38.6433333333,
U 261,-80.2344444444,38.6611111111,
U 265,-79.9113888889,38.58,
U 266,-79.9625,38.6777777778,
U 271,-80.2263888889,38.6911111111,
U 274,-80.0883333333,38.9169444444,
U 274 RESET,-80.0883333333,38.9169444444,
U 276,-80.1802777778,38.7019444444,
U 281,-79.8769444444,38.6338888889,
U 31,-79.8177777778,39.0547222222,
V 257,-80.0631111111,38.5415555556,
V 260,-80.2158333333,38.6325,
V 261,-80.2475,38.6536111111,
V 265,-79.9005555556,38.59,
V 266,-79.9516666667,38.6752777778,
V 271,-80.2277777778,38.7025,
V 274,-80.0972222222,38.9086111111,
V 281,-79.8638888889,38.6377777778,
W 260,-80.22,38.6225,
W 265,-79.8963888889,38.5966666667,
W 274,-80.0961111111,38.8980555556,
W 275,-80.03,38.8019444444,
W 276,-80.2013888889,38.7055555556,
W 278 RESET 1972,-79.8755555556,38.8372222222,
W 281,-79.8647222222,38.6488888889,
WHITE,-79.6184673861,38.8850221833,
WINDY,-79.9949783806,38.5149074639,
WINKLER USGS 1941,-80.1781960444,38.6105516528,
X 254,-79.8719444444,38.6283333333,
X 260,-80.2288888889,38.6166666667,
X 265,-79.8819444444,38.6005555556,
X 271,-80.2347222222,38.7286111111,
X 274,-80.0827777778,38.8908333333,
X 276,-80.2055555556,38.6991666667,
X 278 RESET 1967,-79.8680555556,38.8488888889,
X 281,-79.8611111111,38.6577777778,
Y 274,-80.0766666667,38.8880555556,
Y 281,-79.8475,38.6630555556,
YOKUM,-79.8684393222,38.7640004389,
Z 254,-79.9008333333,38.6241666667,
Z 257,-80.1230555556,38.4877777778,
Z 265,-79.9225,38.6536111111,
Z 274,-80.0841666667,38.8802777778,
Z 275,-80.0305555556,38.7777777778,
Z 276,-80.1966666667,38.6794444444,
Z 279,-80.0119444444,38.9505555556,
Z 281,-79.8386111111,38.6716666667,
Z 322,-79.9680555556,38.9583333333,
B 133,-81.1746944444,39.2279166667,
B 26,-81.045,39.1361111111,
BEA,-81.2276691667,39.0877160472,
C 26,-81.0466666667,39.1425,
CAIN,-81.0057713639,39.1360222861,
D 26,-81.04475,39.1695555556,
D 319,-80.9438888889,39.2680555556,
E 26,-81.0397222222,39.1966666667,
F 26 RESET 1975,-81.0325,39.2255555556,
G 82,-81.1033333333,39.2430555556,
G 82 RESET 1960,-81.1033333333,39.2430555556,
H 82,-81.1122222222,39.2380555556,
HARTLEY,-81.1170076778,39.1392804111,
J 131,-81.0961111111,39.3263888889,
K 131,-81.0822222222,39.3175,
K 82,-81.1311111111,39.2233333333,
KING USGS 1956,-81.0555473028,39.1279578556,
